student_id,subject,grade_2019,grade_2020,grade_2021,grade_2022,grade_2023
203702,Arabic,,,3.6,3.0,2.84
203702,English,,,3.52,3.4,2.8
203702,Kurdish,,,3.2,3.12,3.0
203702,Math,,,3.68,2.7199999999999998,2.56
203702,Religion,,,3.6,3.52,3.48
203702,Science,,,3.0416666666666665,2.9166666666666665,2.7916666666666665
203702,Social,,,3.04,3.2800000000000002,2.44
203705,Arabic,,,4.52,4.68,4.96
203705,English,,,4.32,4.88,4.5600000000000005
203705,Kurdish,,,4.08,4.640000000000001,4.84
203705,Math,,,4.2,4.52,4.48
203705,Religion,,,4.720000000000001,4.720000000000001,5.0
203705,Science,,,4.291666666666666,4.916666666666666,4.708333333333333
203705,Social,,,4.32,4.640000000000001,4.359999999999999
203707,Arabic,,,3.52,3.56,3.08
203707,English,,,3.4,3.52,3.0
203707,Kurdish,,,3.08,2.76,2.48
203707,Math,,,3.16,3.0,2.3200000000000003
203707,Religion,,,4.08,3.36,3.72
203707,Science,,,2.5,2.9166666666666665,2.625
203707,Social,,,3.16,3.04,2.52
203709,Arabic,,,3.0,3.12,3.12
203709,English,,,4.12,3.24,3.12
203709,Kurdish,,,3.84,3.08,3.12
203709,Math,,,3.72,3.04,3.32
203709,Religion,,,4.4,3.32,3.68
203709,Science,,,3.6666666666666665,3.25,3.0833333333333335
203709,Social,,,4.12,3.64,3.0
203710,Arabic,,,5.0,4.720000000000001,5.0
203710,English,,,4.84,4.800000000000001,5.0
203710,Kurdish,,,5.0,5.0,4.88
203710,Math,,,4.84,4.800000000000001,4.76
203710,Religion,,,5.0,5.0,5.0
203710,Science,,,4.874999999999999,4.958333333333333,4.833333333333333
203710,Social,,,4.92,5.0,4.96
203753,Arabic,,,4.12,4.16,4.16
203753,English,,,4.0,4.04,4.16
203753,Kurdish,,,4.640000000000001,3.92,4.04
203753,Math,,,3.52,3.44,3.84
203753,Religion,,,4.76,4.640000000000001,5.0
203753,Science,,,3.3333333333333335,4.416666666666666,4.416666666666666
203753,Social,,,4.4399999999999995,3.84,4.04
203755,Arabic,,,3.0,3.0,2.56
203755,English,,,4.16,3.24,3.0
203755,Kurdish,,,3.8000000000000003,3.16,2.8
203755,Math,,,3.72,3.72,3.88
203755,Religion,,,4.5600000000000005,3.72,4.16
203755,Science,,,2.6666666666666665,2.6666666666666665,2.9583333333333335
203755,Social,,,3.16,3.08,3.12
203758,Arabic,,,3.44,3.0,2.8
203758,English,,,4.24,2.76,2.48
203758,Kurdish,,,3.56,2.76,2.84
203758,Math,,,3.04,2.76,2.44
203758,Religion,,,4.08,3.96,3.88
203758,Science,,,2.5416666666666665,2.5416666666666665,3.0416666666666665
203758,Social,,,3.32,3.04,2.8
203762,Arabic,,,3.0,3.16,3.08
203762,English,,,4.359999999999999,3.8000000000000003,3.08
203762,Kurdish,,,3.2,3.12,3.4
203762,Math,,,3.88,3.56,3.6
203762,Religion,,,3.72,3.84,4.32
203762,Science,,,3.7083333333333335,2.9166666666666665,3.2083333333333335
203762,Social,,,4.08,3.68,3.16
203763,Arabic,,,2.6,2.4000000000000004,2.4000000000000004
203763,English,,,3.08,3.44,3.2800000000000002
203763,Kurdish,,,2.56,3.04,2.76
203763,Math,,,3.08,3.0,3.48
203763,Religion,,,3.8000000000000003,3.0,3.48
203763,Science,,,2.0833333333333335,2.5,2.3333333333333335
203763,Social,,,3.24,2.2800000000000002,2.4000000000000004
203764,Arabic,,,3.72,4.6,4.6
203764,English,,,4.76,4.52,4.76
203764,Kurdish,,,4.4399999999999995,4.0,4.640000000000001
203764,Math,,,4.68,4.52,4.92
203764,Religion,,,4.76,4.640000000000001,4.92
203764,Science,,,3.5833333333333335,3.9583333333333335,4.874999999999999
203764,Social,,,4.12,4.68,4.5600000000000005
203765,Arabic,,,3.0,2.6799999999999997,2.48
203765,English,,,3.44,2.3600000000000003,2.44
203765,Kurdish,,,3.12,2.48,2.64
203765,Math,,,3.0,2.44,2.84
203765,Religion,,,3.52,3.68,3.72
203765,Science,,,2.3333333333333335,2.4166666666666665,2.5
203765,Social,,,2.6,3.6,3.0
203766,Arabic,,,3.16,3.6,3.84
203766,English,,,3.84,3.72,4.0
203766,Kurdish,,,3.68,3.64,3.84
203766,Math,,,3.72,3.48,4.08
203766,Religion,,,4.0,4.2,4.640000000000001
203766,Science,,,3.2083333333333335,3.4166666666666665,4.208333333333333
203766,Social,,,4.16,4.4,3.84
203767,Arabic,,,4.720000000000001,4.359999999999999,4.5600000000000005
203767,English,,,4.24,3.88,4.800000000000001
203767,Kurdish,,,4.68,4.2,4.48
203767,Math,,,4.5600000000000005,3.6,3.96
203767,Religion,,,4.84,4.92,4.68
203767,Science,,,4.708333333333333,4.708333333333333,4.208333333333333
203767,Social,,,4.68,5.0,4.52
203769,Arabic,,,5.0,5.0,5.0
203769,English,,,4.720000000000001,5.0,4.96
203769,Kurdish,,,4.359999999999999,4.4399999999999995,4.96
203769,Math,,,4.32,4.720000000000001,4.640000000000001
203769,Religion,,,4.68,4.96,5.0
203769,Science,,,4.416666666666666,4.833333333333333,4.999999999999999
203769,Social,,,4.5600000000000005,4.720000000000001,4.52
203770,Arabic,,,4.04,2.3600000000000003,3.2800000000000002
203770,English,,,3.48,2.56,3.32
203770,Kurdish,,,3.0,3.0,3.04
203770,Math,,,2.64,2.44,2.6
203770,Religion,,,3.4,3.24,3.8000000000000003
203770,Science,,,2.0833333333333335,2.6666666666666665,3.4583333333333335
203770,Social,,,3.48,3.0,3.16
203771,Arabic,,,3.64,3.32,3.0
203771,English,,,4.32,3.52,3.12
203771,Kurdish,,,4.0,3.36,3.04
203771,Math,,,3.84,3.2800000000000002,3.0
203771,Religion,,,4.52,3.7600000000000002,3.96
203771,Science,,,3.1666666666666665,3.25,2.375
203771,Social,,,3.68,3.68,2.84
203772,Arabic,,,3.64,4.16,3.8000000000000003
203772,English,,,3.84,4.04,4.2
203772,Kurdish,,,3.24,3.68,4.0
203772,Math,,,3.0,3.2,3.88
203772,Religion,,,3.56,4.12,4.24
203772,Science,,,3.4583333333333335,4.125,4.708333333333333
203772,Social,,,3.96,3.68,3.92
203773,Arabic,,,2.64,2.4000000000000004,2.3600000000000003
203773,English,,,3.4,2.3600000000000003,2.4000000000000004
203773,Kurdish,,,2.44,2.4000000000000004,2.2800000000000002
203773,Math,,,3.0,2.0,2.24
203773,Religion,,,3.08,3.72,3.24
203773,Science,,,2.375,2.0416666666666665,1.75
203773,Social,,,2.48,3.04,2.16
203774,Arabic,,,4.0,3.36,3.56
203774,English,,,3.4,3.48,3.4
203774,Kurdish,,,3.68,3.44,3.6
203774,Math,,,3.2,3.24,3.4
203774,Religion,,,4.0,3.8000000000000003,3.88
203774,Science,,,2.9166666666666665,2.9583333333333335,3.75
203774,Social,,,3.44,3.72,3.52
203775,Arabic,,,4.52,4.12,4.720000000000001
203775,English,,,3.96,4.28,3.96
203775,Kurdish,,,3.92,3.92,4.48
203775,Math,,,4.24,3.52,4.359999999999999
203775,Religion,,,4.24,4.52,4.84
203775,Science,,,3.6666666666666665,3.8333333333333335,4.041666666666666
203775,Social,,,3.36,4.28,4.0
203776,Arabic,,,4.84,4.4,4.48
203776,English,,,4.24,4.52,3.92
203776,Kurdish,,,4.32,4.4,4.76
203776,Math,,,4.88,4.32,4.4
203776,Religion,,,4.5600000000000005,4.68,4.84
203776,Science,,,4.833333333333333,4.791666666666666,4.75
203776,Social,,,4.52,4.5600000000000005,4.5600000000000005
203777,Arabic,,,4.0,4.16,4.84
203777,English,,,4.32,3.8000000000000003,3.96
203777,Kurdish,,,3.04,3.52,3.64
203777,Math,,,3.2,3.0,3.2800000000000002
203777,Religion,,,3.6,4.48,4.5600000000000005
203777,Science,,,2.9166666666666665,3.625,3.625
203777,Social,,,3.08,4.08,3.32
203778,Arabic,,,2.76,2.6,3.2
203778,English,,,4.16,3.68,3.32
203778,Kurdish,,,3.2800000000000002,3.48,3.52
203778,Math,,,3.68,3.12,3.12
203778,Religion,,,4.32,4.12,4.4399999999999995
203778,Science,,,2.9166666666666665,3.2083333333333335,3.25
203778,Social,,,3.7600000000000002,3.92,3.0
203779,Arabic,,,4.359999999999999,3.6,3.92
203779,English,,,4.04,3.7600000000000002,3.72
203779,Kurdish,,,4.12,3.92,3.6
203779,Math,,,4.2,3.4,4.04
203779,Religion,,,4.12,4.04,3.88
203779,Science,,,2.5,3.0833333333333335,3.2083333333333335
203779,Social,,,3.36,3.84,3.24
203780,Arabic,,,3.52,4.640000000000001,4.16
203780,English,,,4.720000000000001,4.76,4.5600000000000005
203780,Kurdish,,,3.68,4.68,4.2
203780,Math,,,4.32,4.6,4.5600000000000005
203780,Religion,,,4.800000000000001,4.48,4.720000000000001
203780,Science,,,3.75,4.375,4.375
203780,Social,,,4.5600000000000005,4.800000000000001,4.359999999999999
204067,Arabic,,,3.08,3.0,3.0
204067,English,,,3.64,3.64,2.8
204067,Kurdish,,,3.56,3.0,3.16
204067,Math,,,3.0,2.6,2.48
204067,Religion,,,3.96,3.7600000000000002,3.56
204067,Science,,,2.9166666666666665,2.9166666666666665,3.3333333333333335
204067,Social,,,3.12,3.6,3.32
205661,Arabic,,5.0,5.0,5.0,4.88
205661,English,,5.0,5.0,5.0,4.98
205661,Kurdish,,4.96,5.0,5.0,4.4
205661,Math,,4.96,4.92,5.0,4.9399999999999995
205661,Religion,,5.0,5.0,5.0,4.9
205661,Science,,4.999999999999999,4.916666666666666,4.999999999999999,
205661,Social,,5.0,5.0,5.0,
205664,Arabic,,3.08,3.48,3.48,2.62
205664,English,,3.48,3.52,3.36,3.16
205664,Kurdish,,4.16,3.88,3.08,3.1
205664,Math,,3.48,3.52,3.0,2.54
205664,Religion,,4.2,3.88,3.84,3.24
205664,Science,,3.5416666666666665,3.6666666666666665,2.5416666666666665,
205664,Social,,3.96,3.68,3.2,
205667,Arabic,,3.0,3.52,3.0,2.2800000000000002
205667,English,,3.56,3.24,2.7199999999999998,2.38
205667,Kurdish,,3.64,3.2800000000000002,2.84,2.6
205667,Math,,3.04,2.6799999999999997,2.6799999999999997,2.5
205667,Religion,,3.6,4.08,4.04,3.0
205667,Science,,3.0833333333333335,3.0,2.2083333333333335,
205667,Social,,3.08,3.0,3.12,
205669,Arabic,,3.6,3.36,3.52,2.08
205669,English,,3.92,3.2800000000000002,3.32,2.04
205669,Kurdish,,4.2,3.36,3.2,2.5
205669,Math,,3.7600000000000002,3.0,3.0,1.6800000000000002
205669,Religion,,4.76,3.96,4.16,2.46
205669,Science,,3.75,3.3333333333333335,2.5833333333333335,
205669,Social,,4.12,3.0,3.12,
205675,Arabic,,4.2,3.7600000000000002,3.44,1.92
205675,English,,4.12,3.52,2.6,2.1
205675,Kurdish,,4.6,3.7600000000000002,3.52,2.2
205675,Math,,4.32,3.0,3.2800000000000002,1.74
205675,Religion,,4.68,4.12,4.2,2.34
205675,Science,,4.833333333333333,3.7916666666666665,3.8333333333333335,
205675,Social,,4.6,4.4,4.4,
205689,Arabic,,4.84,4.640000000000001,4.96,
205689,English,,5.0,5.0,5.0,
205689,Kurdish,,4.92,5.0,4.96,
205689,Math,,5.0,5.0,4.96,
205689,Religion,,5.0,5.0,4.96,
205689,Science,,4.958333333333333,4.999999999999999,4.874999999999999,
205689,Social,,4.88,4.96,4.92,
205697,Arabic,,3.24,2.56,3.12,3.0
205697,Computer,,3.7600000000000002,,2.56,3.0
205697,English,,3.2,2.4000000000000004,2.6799999999999997,3.0
205697,Kurdish,,3.96,3.24,3.24,3.0
205697,Math,,3.0,2.3200000000000003,3.0,2.6
205697,Religion,,4.52,3.72,3.48,3.24
205697,Science,,3.4166666666666665,2.625,2.9166666666666665,1.9166666666666665
205697,Social,,3.88,3.4,2.84,3.16
205710,Arabic,,3.8000000000000003,3.84,3.84,3.0
205710,English,,4.24,3.2800000000000002,3.44,3.0
205710,Kurdish,,4.48,4.4399999999999995,3.56,3.1
205710,Math,,4.16,3.48,3.2800000000000002,3.0
205710,Religion,,4.4,4.16,4.16,3.4
205710,Science,,4.041666666666666,3.7916666666666665,3.0,
205710,Social,,4.4,3.92,4.24,
205712,Arabic,,3.92,3.96,3.88,3.18
205712,English,,3.96,3.24,3.16,3.0
205712,Kurdish,,4.04,3.52,3.32,3.12
205712,Math,,3.88,2.6,2.56,2.4000000000000004
205712,Religion,,4.24,4.52,4.0,3.48
205712,Science,,3.5416666666666665,3.0416666666666665,2.625,
205712,Social,,4.12,3.36,3.52,
205715,Arabic,,4.08,3.68,4.08,3.82
205715,English,,4.28,3.2,4.04,4.24
205715,Kurdish,,4.4399999999999995,4.76,4.4399999999999995,4.16
205715,Math,,4.92,3.96,3.7600000000000002,3.68
205715,Religion,,4.76,4.16,4.6,4.12
205715,Science,,4.5,4.125,3.875,
205715,Social,,4.68,4.16,3.7600000000000002,
206291,Arabic,,3.48,3.8000000000000003,4.359999999999999,3.92
206291,English,,3.96,3.96,4.28,4.32
206291,Kurdish,,4.32,4.5600000000000005,4.32,4.4
206291,Math,,4.28,3.52,4.08,3.62
206291,Religion,,3.84,4.6,4.640000000000001,4.4399999999999995
206291,Science,,4.625,4.208333333333333,4.416666666666666,
206291,Social,,4.52,4.640000000000001,4.68,
206296,Arabic,,3.32,3.24,3.52,2.62
206296,English,,3.44,3.04,2.88,2.7800000000000002
206296,Kurdish,,3.6,3.56,3.0,3.06
206296,Math,,3.0,3.0,2.3600000000000003,2.12
206296,Religion,,3.68,3.7600000000000002,3.8000000000000003,3.12
206296,Science,,3.2083333333333335,3.3333333333333335,2.3333333333333335,
206296,Social,,3.8000000000000003,3.4,2.7199999999999998,
206298,Arabic,,4.720000000000001,4.0,4.76,
206298,English,,4.4399999999999995,4.12,4.4,
206298,Kurdish,,4.720000000000001,4.16,4.32,
206298,Math,,4.08,3.24,4.12,
206298,Religion,,4.52,4.28,4.720000000000001,
206298,Science,,4.666666666666666,3.6666666666666665,4.416666666666666,
206298,Social,,4.24,4.04,4.359999999999999,
206315,Arabic,,2.56,3.0,1.8399999999999999,2.3200000000000003
206315,Computer,,3.0,,3.16,3.64
206315,English,,3.0,2.6799999999999997,2.76,3.0
206315,Kurdish,,3.2800000000000002,2.44,3.36,3.0
206315,Math,,2.6799999999999997,2.6,3.0,2.48
206315,Religion,,3.8000000000000003,3.52,3.56,3.36
206315,Science,,2.9166666666666665,2.1666666666666665,2.5833333333333335,2.5833333333333335
206315,Social,,3.24,2.24,3.0,3.08
206355,Arabic,,4.88,4.24,4.76,4.78
206355,English,,4.68,4.5600000000000005,4.5600000000000005,4.74
206355,Kurdish,,4.88,4.640000000000001,4.96,4.82
206355,Math,,4.84,4.48,4.92,4.9
206355,Religion,,4.84,4.359999999999999,4.92,4.68
206355,Science,,4.833333333333333,4.625,4.916666666666666,
206355,Social,,4.76,4.640000000000001,4.76,
206357,Arabic,,3.92,3.36,2.84,3.0
206357,English,,4.28,3.68,2.6799999999999997,2.58
206357,Kurdish,,4.359999999999999,3.8000000000000003,2.96,3.0
206357,Math,,3.96,3.12,3.12,2.24
206357,Religion,,4.48,4.6,4.0,3.68
206357,Science,,4.291666666666666,3.5,3.0,
206357,Social,,4.359999999999999,3.12,3.16,
206365,Arabic,,3.36,2.6,3.32,3.64
206365,English,,3.64,3.2800000000000002,3.0,3.2
206365,Kurdish,,3.92,3.0,2.88,3.12
206365,Math,,4.4399999999999995,3.0,2.52,2.8
206365,Religion,,4.359999999999999,4.08,4.0,4.2
206365,Science,,3.4583333333333335,2.9166666666666665,2.4166666666666665,2.5833333333333335
206365,Social,,4.0,3.0,2.64,3.0
206372,Arabic,,2.24,2.0,2.44,3.0
206372,Computer,,2.2,,2.84,3.16
206372,English,,3.0,2.6,2.7199999999999998,2.44
206372,Kurdish,,3.08,2.52,3.0,3.04
206372,Math,,2.52,2.2,2.4000000000000004,2.44
206372,Religion,,3.56,3.8000000000000003,3.8000000000000003,3.52
206372,Science,,2.9166666666666665,2.125,3.0833333333333335,2.2083333333333335
206372,Social,,3.08,2.6,3.0,3.2
206375,Arabic,,3.2800000000000002,4.0,3.92,4.02
206375,English,,3.68,3.4,3.7600000000000002,4.18
206375,Kurdish,,3.88,4.2,3.72,4.16
206375,Math,,3.96,3.0,3.52,3.98
206375,Religion,,3.68,3.52,3.6,3.8000000000000003
206375,Science,,3.0416666666666665,3.3333333333333335,3.375,
206375,Social,,3.36,3.64,3.56,
206946,Arabic,,3.0,3.08,3.0,1.7000000000000002
206946,English,,3.0,3.04,2.7199999999999998,1.6400000000000001
206946,Kurdish,,3.0,3.56,3.2,2.2199999999999998
206946,Math,,2.48,2.6,2.8,1.72
206946,Religion,,3.48,3.7600000000000002,3.84,2.64
206946,Science,,2.375,2.9166666666666665,2.2916666666666665,
206946,Social,,3.4,3.32,3.0,
206949,Arabic,,3.16,2.04,3.0,3.0
206949,English,,3.08,1.88,3.56,3.4
206949,Kurdish,,3.68,3.0,3.0,2.3200000000000003
206949,Math,,3.0,1.92,2.6,2.3200000000000003
206949,Religion,,3.8000000000000003,3.0,3.84,3.7600000000000002
206949,Science,,3.2083333333333335,1.5416666666666665,2.9166666666666665,3.0
206949,Social,,3.04,3.4,3.64,3.72
206953,Arabic,,3.4,3.16,4.12,4.4399999999999995
206953,English,,5.0,4.92,5.0,4.84
206953,Kurdish,,4.640000000000001,4.640000000000001,4.76,4.54
206953,Math,,4.48,4.48,4.76,4.84
206953,Religion,,3.92,4.800000000000001,4.88,4.88
206953,Science,,3.75,4.458333333333333,4.791666666666666,
206953,Social,,3.84,4.32,4.5600000000000005,
206957,Arabic,,4.5600000000000005,4.68,4.5600000000000005,3.74
206957,English,,4.359999999999999,4.76,4.68,4.62
206957,Kurdish,,4.88,4.4,4.24,3.48
206957,Math,,4.48,4.28,3.92,3.08
206957,Religion,,4.720000000000001,4.92,4.800000000000001,4.140000000000001
206957,Science,,4.375,4.041666666666666,4.166666666666666,
206957,Social,,4.640000000000001,4.800000000000001,4.68,
206965,Arabic,,3.12,3.0,2.84,2.7199999999999998
206965,English,,3.16,2.64,3.0,3.06
206965,Kurdish,,3.4,3.0,3.08,3.0
206965,Math,,3.52,2.52,3.08,2.12
206965,Religion,,3.44,3.52,3.88,2.8200000000000003
206965,Science,,2.9583333333333335,2.25,3.0416666666666665,
206965,Social,,3.2800000000000002,3.88,4.08,
206973,Arabic,,4.12,3.88,4.4399999999999995,3.46
206973,English,,4.32,3.88,3.88,3.36
206973,Kurdish,,4.76,3.68,4.12,3.62
206973,Math,,4.76,4.0,3.56,3.2
206973,Religion,,4.6,4.08,4.6,3.84
206973,Science,,4.333333333333333,4.333333333333333,3.7916666666666665,
206973,Social,,4.6,4.6,4.24,
208804,Arabic,,4.68,3.52,4.08,3.24
208804,English,,5.0,4.48,4.5600000000000005,4.18
208804,Kurdish,,3.7600000000000002,3.44,3.36,3.02
208804,Math,,3.92,3.44,3.32,2.62
208804,Religion,,4.04,3.92,3.92,4.12
208804,Science,,4.208333333333333,3.625,3.625,
208804,Social,,4.08,3.68,3.56,
208828,Arabic,,4.12,4.08,4.640000000000001,3.92
208828,English,,3.84,4.04,4.48,4.359999999999999
208828,Kurdish,,4.2,3.92,4.32,4.16
208828,Math,,4.16,3.56,4.359999999999999,4.02
208828,Religion,,4.04,4.4399999999999995,4.84,4.300000000000001
208828,Science,,3.875,3.7083333333333335,4.166666666666666,
208828,Social,,4.4,3.8000000000000003,4.32,
208882,Arabic,,3.36,3.0,3.24,2.16
208882,English,,3.96,3.2800000000000002,3.08,2.5
208882,Kurdish,,3.8000000000000003,3.52,3.4,2.04
208882,Math,,4.0,3.0,2.8,2.2199999999999998
208882,Religion,,4.12,3.6,3.7600000000000002,3.0
208882,Science,,3.5833333333333335,3.1666666666666665,2.8333333333333335,
208882,Social,,4.4,3.12,3.08,
208908,Arabic,,1.88,2.6,2.08,3.0
208908,English,,2.3600000000000003,2.6,3.16,2.52
208908,Kurdish,,3.4,2.6,2.76,2.6
208908,Math,,3.04,2.7199999999999998,3.04,2.2800000000000002
208908,Religion,,3.6,4.08,3.92,3.56
208908,Science,,2.9166666666666665,2.0,2.5416666666666665,2.0
208908,Social,,3.48,2.2,3.08,2.44
208939,Arabic,,3.0,3.0,3.08,2.0
208939,English,,3.68,3.36,2.76,3.04
208939,Kurdish,,4.12,3.4,2.8,3.0
208939,Math,,3.8000000000000003,3.24,3.04,2.56
208939,Religion,,3.64,4.0,3.8000000000000003,3.36
208939,Science,,3.3333333333333335,3.625,2.625,
208939,Social,,3.8000000000000003,3.12,3.0,
209945,Arabic,,3.7600000000000002,3.4,3.0,3.2800000000000002
209945,English,,4.5600000000000005,4.0,3.64,3.3000000000000003
209945,Kurdish,,3.52,4.24,3.0,3.2800000000000002
209945,Math,,4.2,3.16,3.12,2.3
209945,Religion,,4.359999999999999,4.24,3.64,3.7
209945,Science,,3.75,3.875,2.9166666666666665,
209945,Social,,4.24,4.12,3.2800000000000002,
209951,Arabic,,3.2800000000000002,3.12,2.52,2.34
209951,English,,3.32,3.2,3.8000000000000003,2.3600000000000003
209951,Kurdish,,3.2800000000000002,3.44,3.36,2.8600000000000003
209951,Math,,3.56,3.4,3.32,2.46
209951,Religion,,3.7600000000000002,3.08,3.6,4.24
209951,Science,,3.25,3.4583333333333335,3.375,
209951,Social,,3.56,3.32,3.24,
209955,Arabic,,3.4,3.16,3.6,4.1
209955,English,,4.720000000000001,4.4,4.04,3.48
209955,Kurdish,,3.92,3.84,3.36,3.4
209955,Math,,4.32,3.8000000000000003,3.44,3.16
209955,Religion,,4.04,4.640000000000001,4.32,4.68
209955,Science,,3.3333333333333335,3.2916666666666665,3.625,
209955,Social,,4.12,3.0,3.64,
209958,Arabic,,2.56,3.44,3.84,4.38
209958,English,,3.68,3.52,4.12,3.3000000000000003
209958,Kurdish,,3.2,4.24,3.68,4.359999999999999
209958,Math,,2.12,2.6,3.0,3.0
209958,Religion,,4.4,4.32,5.0,4.859999999999999
209958,Science,,3.4583333333333335,3.6666666666666665,3.7083333333333335,
209958,Social,,3.84,3.92,4.16,
209965,Arabic,,2.0,3.0,2.8,2.92
209965,English,,3.0,3.36,3.0,3.48
209965,Kurdish,,2.7199999999999998,3.24,2.7199999999999998,2.88
209965,Math,,2.6799999999999997,3.0,2.44,2.6799999999999997
209965,Religion,,3.0,3.7600000000000002,3.44,3.52
209965,Science,,2.5833333333333335,3.1666666666666665,3.3333333333333335,3.375
209965,Social,,3.0,3.6,3.04,3.04
210104,Arabic,,4.68,4.2,3.36,
210104,English,,4.6,3.92,3.72,
210104,Kurdish,,4.84,4.32,3.56,
210104,Math,,4.76,3.84,3.12,
210286,Arabic,,4.2,3.88,3.64,
210286,English,,3.88,3.7600000000000002,3.56,
210286,Kurdish,,3.88,3.36,3.08,
210286,Math,,3.96,3.32,3.0,
210286,Religion,,4.800000000000001,4.32,4.28,
210286,Science,,3.625,2.9166666666666665,2.4166666666666665,
210286,Social,,3.92,3.0,3.12,
210360,Arabic,,3.08,3.88,2.2800000000000002,2.3200000000000003
210360,Computer,,3.4,,2.7199999999999998,3.0
210360,English,,3.12,3.16,2.3200000000000003,2.24
210360,Kurdish,,3.0,3.0,3.0,2.64
210360,Math,,2.2,3.68,2.44,2.48
210360,Religion,,3.2,3.8000000000000003,3.72,3.2800000000000002
210360,Science,,2.2083333333333335,3.5416666666666665,2.5,1.9583333333333335
210360,Social,,3.0,3.96,3.12,3.0
210411,Arabic,,3.08,3.0,3.08,3.0
210411,English,,3.0,3.04,3.04,3.0
210411,Kurdish,,3.56,3.04,3.0,3.0
210411,Math,,3.0,2.64,3.0,3.06
210411,Religion,,3.4,3.56,3.4,3.32
210411,Science,,2.5416666666666665,2.9166666666666665,2.6666666666666665,
210411,Social,,3.84,3.0,3.2,
210422,Arabic,,3.12,2.44,2.64,
210422,English,,2.12,2.48,2.48,
210422,Kurdish,,3.0,2.48,2.56,
210422,Math,,2.52,2.16,2.3200000000000003,
210422,Religion,,3.04,3.56,4.08,
210422,Science,,2.9166666666666665,2.125,2.1666666666666665,
210422,Social,,3.36,2.3200000000000003,2.52,
210430,Arabic,,3.08,2.52,2.7199999999999998,3.08
210430,English,,2.6,2.6,3.0,3.0
210430,Kurdish,,3.32,3.08,3.8000000000000003,3.2800000000000002
210430,Math,,3.12,2.12,3.2,4.28
210430,Religion,,3.44,3.88,4.08,4.28
210430,Science,,2.9166666666666665,2.25,3.4583333333333335,3.3333333333333335
210430,Social,,3.24,2.6,3.36,3.4
210458,Arabic,,4.28,3.8000000000000003,3.88,3.22
210458,English,,3.6,3.0,3.0,2.66
210458,Kurdish,,3.88,3.64,3.12,3.0
210458,Math,,4.6,3.0,2.76,2.1
210458,Religion,,3.8000000000000003,3.96,4.52,3.64
210458,Science,,3.5416666666666665,3.0416666666666665,3.0416666666666665,
210458,Social,,3.88,3.2,2.8,
211161,Arabic,,3.2800000000000002,3.12,2.64,2.56
211161,English,,4.2,3.12,3.2,2.7
211161,Kurdish,,3.56,3.6,3.4,3.1
211161,Math,,2.64,2.6,2.3600000000000003,2.4000000000000004
211161,Religion,,3.6,3.64,3.72,3.14
