student_id,subject,grade_2019,grade_2020,grade_2021
73,sgd,2.5625,2.5789473684210527,2.25
74,sgd,3.8125,4.157894736842105,4.5
75,sgd,3.5,4.157894736842105,3.75
76,sgd,2.875,3.3684210526315788,3.5
77,sgd,3.5,3.894736842105263,3.5
78,sgd,3.5,3.894736842105263,3.75
79,sgd,2.5625,3.1052631578947367,3.5
80,sgd,1.625,2.3157894736842106,2.25
81,sgd,3.1875,4.157894736842105,4.0
82,sgd,3.5,3.631578947368421,3.75
83,sgd,2.25,2.5789473684210527,2.5
84,sgd,4.75,4.947368421052632,4.75
85,sgd,2.875,3.631578947368421,3.5
86,sgd,2.25,3.3684210526315788,3.0
87,sgd,2.5625,2.8421052631578947,2.5
88,sgd,4.125,4.684210526315789,4.5
89,sgd,3.5,3.631578947368421,3.5
90,sgd,2.5625,2.5789473684210527,2.75
91,sgd,2.25,2.8421052631578947,3.0
92,sgd,5.0625,5.473684210526316,5.5
93,sgd,2.25,2.5789473684210527,2.5
94,sgd,3.5,3.631578947368421,3.5
95,sgd,3.5,4.421052631578947,4.5
96,sgd,2.25,3.631578947368421,3.5
97,sgd,3.5,4.947368421052632,4.75
98,sgd,2.5625,3.3684210526315788,3.5
99,sgd,3.5,4.684210526315789,4.5
100,sgd,2.25,3.3684210526315788,3.0
101,sgd,2.25,2.8421052631578947,2.25
102,sgd,5.0625,5.473684210526316,5.25
103,sgd,3.1875,4.421052631578947,4.5
104,sgd,2.25,2.5789473684210527,2.5
105,sgd,5.0625,5.7368421052631575,5.5
106,sgd,3.1875,3.894736842105263,3.75
107,sgd,2.25,3.1052631578947367,3.0
108,sgd,5.0625,5.7368421052631575,5.5
109,sgd,3.1875,4.421052631578947,4.25
110,sgd,4.4375,4.947368421052632,5.0
111,sgd,5.6875,6.0,5.75
112,sgd,2.25,3.631578947368421,3.5
113,sgd,3.1875,4.421052631578947,4.25
114,sgd,5.6875,6.0,5.75
115,sgd,2.875,3.3684210526315788,3.25
116,sgd,4.75,4.947368421052632,5.0
117,sgd,3.5,4.421052631578947,4.5
118,sgd,4.125,4.684210526315789,4.25
119,sgd,2.875,2.8421052631578947,3.0
120,sgd,4.4375,4.421052631578947,4.25
121,sgd,5.0625,4.947368421052632,4.75
122,sgd,5.0625,4.684210526315789,4.75
123,sgd,4.125,4.421052631578947,4.25
124,sgd,4.4375,3.894736842105263,4.25
125,sgd,2.5625,2.8421052631578947,3.0
126,sgd,4.125,4.421052631578947,4.0
127,sgd,2.25,3.631578947368421,3.75
128,sgd,2.25,3.1052631578947367,3.25
129,sgd,2.25,2.052631578947368,1.0
130,sgd,5.6875,5.7368421052631575,5.5
131,sgd,3.8125,1.0,1.0
132,sgd,2.5625,1.0,1.0
133,sgd,3.1875,4.421052631578947,4.0
134,sgd,3.8125,3.894736842105263,3.75
135,sgd,2.875,1.0,1.0
136,sgd,3.5,1.0,1.0
137,sgd,3.1875,1.0,1.0
138,sgd,1.3125,1.0,1.0
139,sgd,4.4375,4.157894736842105,4.0
140,sgd,5.0625,5.2105263157894735,4.75
141,sgd,2.25,3.3684210526315788,1.0
142,sgd,2.875,3.3684210526315788,3.25
143,sgd,2.875,3.894736842105263,3.75
144,sgd,4.4375,4.684210526315789,4.25
145,sgd,1.625,1.0,1.0
146,sgd,2.5625,3.894736842105263,3.75
147,sgd,1.9375,2.8421052631578947,1.0
148,sgd,3.1875,3.894736842105263,3.75
149,sgd,2.25,2.5789473684210527,1.0
150,sgd,2.5625,3.3684210526315788,3.5
151,sgd,1.9375,2.3157894736842106,1.0
152,sgd,3.8125,4.421052631578947,4.5
153,sgd,3.1875,3.631578947368421,3.5
154,sgd,1.625,1.0,1.0
155,sgd,3.5,3.894736842105263,4.0
156,sgd,3.5,3.1052631578947367,3.0
157,sgd,5.0625,4.157894736842105,4.25
158,sgd,2.875,3.1052631578947367,3.5
159,sgd,5.375,4.947368421052632,4.75
160,sgd,3.1875,4.157894736842105,4.0
161,sgd,2.25,2.5789473684210527,1.0
162,sgd,1.625,3.3684210526315788,2.75
163,sgd,2.25,1.0,1.0
164,sgd,3.1875,3.631578947368421,3.5
165,sgd,1.625,3.1052631578947367,2.75
166,sgd,3.8125,3.894736842105263,4.0
167,sgd,3.1875,3.631578947368421,3.5
168,sgd,4.4375,4.947368421052632,5.0
169,sgd,1.9375,2.8421052631578947,1.0
170,sgd,4.4375,4.684210526315789,4.5
171,sgd,1.9375,2.3157894736842106,1.0
172,sgd,4.125,4.947368421052632,5.0
173,sgd,4.125,3.894736842105263,3.5
174,sgd,2.5625,2.8421052631578947,1.0
175,sgd,3.1875,3.894736842105263,3.25
176,sgd,3.1875,3.3684210526315788,3.25
177,sgd,4.125,4.421052631578947,3.75
178,sgd,1.9375,2.3157894736842106,2.5
179,sgd,3.1875,3.1052631578947367,3.25
180,sgd,3.1875,3.631578947368421,3.75
181,sgd,2.875,3.1052631578947367,3.0
182,sgd,3.8125,4.421052631578947,4.0
183,sgd,5.0625,5.473684210526316,5.25
184,sgd,2.875,3.3684210526315788,3.0
185,sgd,3.8125,4.421052631578947,4.0
186,sgd,3.8125,4.157894736842105,3.75
187,sgd,3.5,4.157894736842105,3.75
188,sgd,4.75,4.947368421052632,4.75
189,sgd,2.5625,2.8421052631578947,3.25
190,sgd,2.5625,3.3684210526315788,3.5
191,sgd,3.5,4.157894736842105,4.25
192,sgd,2.5625,3.1052631578947367,3.25
193,sgd,2.25,3.1052631578947367,3.0
194,sgd,2.5625,3.3684210526315788,3.5
195,sgd,4.125,4.684210526315789,4.5
196,sgd,4.4375,4.947368421052632,4.75
197,sgd,5.375,4.947368421052632,5.0
198,sgd,2.875,3.3684210526315788,3.5
199,sgd,5.6875,5.7368421052631575,5.5
200,sgd,2.875,3.3684210526315788,3.5
201,sgd,5.0625,5.2105263157894735,5.0
202,sgd,2.5625,3.631578947368421,3.5
203,sgd,2.875,3.3684210526315788,3.5
204,sgd,2.25,2.5789473684210527,2.5
205,sgd,3.1875,3.631578947368421,3.75
206,sgd,3.1875,3.3684210526315788,3.25
207,sgd,2.25,2.8421052631578947,2.75
208,sgd,3.5,4.157894736842105,4.25
209,sgd,2.875,3.3684210526315788,3.5
210,sgd,2.25,2.8421052631578947,2.75
211,sgd,2.5625,3.1052631578947367,3.0
212,sgd,3.8125,4.157894736842105,4.25
213,sgd,3.8125,4.421052631578947,4.5
214,sgd,1.9375,2.8421052631578947,3.0
215,sgd,2.5625,3.631578947368421,3.5
216,sgd,4.4375,4.947368421052632,4.75
217,sgd,1.9375,2.5789473684210527,2.0
218,sgd,1.9375,2.5789473684210527,3.0
219,sgd,2.25,2.8421052631578947,3.0
220,sgd,2.875,3.631578947368421,3.5
221,sgd,1.9375,2.5789473684210527,2.5
222,sgd,1.9375,2.3157894736842106,1.0
223,sgd,5.0625,5.2105263157894735,5.25
224,sgd,3.8125,4.421052631578947,4.25
225,sgd,4.125,4.421052631578947,4.5
226,sgd,2.875,3.1052631578947367,2.75
227,sgd,5.0625,4.947368421052632,4.75
228,sgd,3.8125,3.894736842105263,4.0
229,sgd,3.1875,3.1052631578947367,3.25
230,sgd,3.8125,3.631578947368421,4.0
231,sgd,4.125,4.421052631578947,4.5
232,sgd,3.5,3.894736842105263,3.75
233,sgd,3.5,3.3684210526315788,3.25
234,sgd,4.4375,4.421052631578947,4.25
235,sgd,2.875,2.8421052631578947,2.5
236,sgd,3.5,3.3684210526315788,3.5
237,sgd,4.4375,4.421052631578947,4.25
238,sgd,4.125,4.157894736842105,4.0
239,sgd,4.125,3.894736842105263,3.75
240,sgd,2.25,2.8421052631578947,1.0
241,sgd,3.8125,4.157894736842105,4.0
242,sgd,3.1875,3.894736842105263,4.0
243,sgd,1.9375,1.0,1.0
244,sgd,4.125,4.157894736842105,4.0
245,sgd,2.25,1.0,1.0
246,sgd,5.6875,5.7368421052631575,5.5
247,sgd,3.8125,4.157894736842105,4.25
248,sgd,1.9375,3.1052631578947367,3.0
249,sgd,1.0,2.3157894736842106,2.25
250,sgd,4.125,4.947368421052632,4.75
251,sgd,1.9375,3.1052631578947367,3.0
252,sgd,2.25,3.631578947368421,3.5
253,sgd,1.9375,3.3684210526315788,3.0
254,sgd,2.5625,3.3684210526315788,3.0
255,sgd,2.5625,4.157894736842105,4.0
256,sgd,2.25,3.3684210526315788,3.0
257,sgd,4.4375,4.157894736842105,4.25
258,sgd,3.5,3.894736842105263,3.75
259,sgd,4.75,4.684210526315789,4.5
260,sgd,3.1875,3.3684210526315788,1.0
261,sgd,5.375,5.7368421052631575,5.5
262,sgd,2.5625,3.1052631578947367,3.0
263,sgd,4.125,4.157894736842105,4.0
264,sgd,3.1875,3.3684210526315788,3.25
265,sgd,2.875,3.631578947368421,1.0
266,sgd,5.375,5.473684210526316,5.25
267,sgd,2.875,3.3684210526315788,3.5
268,sgd,3.8125,3.631578947368421,3.75
269,sgd,3.1875,3.3684210526315788,3.5
270,sgd,1.9375,1.0,1.0
271,sgd,2.875,3.3684210526315788,3.25
272,sgd,4.75,4.684210526315789,4.5
273,sgd,3.5,3.894736842105263,3.75
274,sgd,4.75,4.684210526315789,4.5
275,sgd,3.1875,3.631578947368421,3.5
276,sgd,3.8125,4.157894736842105,4.0
277,sgd,3.1875,3.3684210526315788,3.25
278,sgd,2.875,3.3684210526315788,3.25
279,sgd,2.875,3.1052631578947367,3.0
280,sgd,3.1875,3.894736842105263,3.5
281,sgd,2.5625,3.1052631578947367,3.0
282,sgd,3.5,3.3684210526315788,3.5
283,sgd,3.8125,4.157894736842105,4.0
284,sgd,2.5625,3.3684210526315788,3.5
285,sgd,3.1875,3.3684210526315788,3.75
286,sgd,3.8125,3.631578947368421,3.75
287,sgd,5.6875,5.7368421052631575,5.75
288,sgd,4.125,4.157894736842105,4.0
289,sgd,4.75,4.684210526315789,4.5
290,sgd,4.75,4.421052631578947,4.75
291,sgd,3.8125,3.894736842105263,3.75
292,sgd,4.75,4.947368421052632,4.75
293,sgd,3.8125,4.157894736842105,4.25
294,sgd,5.6875,5.7368421052631575,5.5
295,sgd,4.4375,4.421052631578947,4.5
296,sgd,4.4375,4.157894736842105,3.75
297,sgd,3.1875,3.3684210526315788,1.0
298,sgd,3.1875,3.1052631578947367,3.0
299,sgd,4.4375,4.421052631578947,4.5
300,sgd,5.0625,4.947368421052632,5.0
301,sgd,3.8125,3.631578947368421,3.75
302,sgd,3.5,3.894736842105263,3.5
303,sgd,4.75,4.157894736842105,4.5
304,sgd,5.375,5.473684210526316,5.5
305,sgd,4.75,4.684210526315789,4.25
306,sgd,4.4375,4.157894736842105,4.0
307,sgd,5.375,5.7368421052631575,5.5
308,sgd,2.5625,3.3684210526315788,3.0
309,sgd,4.75,4.157894736842105,4.0
310,sgd,3.8125,3.631578947368421,3.5
311,sgd,2.875,3.3684210526315788,1.0
312,sgd,4.4375,4.157894736842105,4.25
313,sgd,4.125,3.894736842105263,3.75
314,sgd,4.125,3.631578947368421,3.75
315,sgd,4.75,4.421052631578947,4.25
316,sgd,4.125,3.894736842105263,3.75
317,sgd,2.5625,3.1052631578947367,1.0
318,sgd,2.875,3.631578947368421,3.25
319,sgd,3.5,3.894736842105263,3.5
320,sgd,3.5,3.894736842105263,3.75
321,sgd,4.125,4.421052631578947,4.25
322,sgd,3.5,3.3684210526315788,3.25
323,sgd,3.5,3.894736842105263,3.75
324,sgd,3.8125,4.684210526315789,4.75
325,sgd,5.0625,4.947368421052632,4.75
326,sgd,2.875,4.157894736842105,3.75
327,sgd,4.4375,4.947368421052632,5.0
328,sgd,3.5,3.631578947368421,3.5
329,sgd,3.1875,3.3684210526315788,3.25
330,sgd,4.4375,4.684210526315789,4.5
331,sgd,2.875,3.1052631578947367,3.0
332,sgd,3.8125,4.684210526315789,4.5
333,sgd,2.25,1.0,1.0
334,sgd,2.5625,3.1052631578947367,1.0
335,sgd,3.1875,3.3684210526315788,1.0
336,sgd,5.0625,4.947368421052632,4.75
337,sgd,4.4375,4.421052631578947,4.25
338,sgd,2.25,3.1052631578947367,1.0
339,sgd,5.0625,4.947368421052632,5.25
340,sgd,2.875,3.631578947368421,3.5
341,sgd,3.5,4.157894736842105,3.75
342,sgd,3.1875,3.631578947368421,1.0
343,sgd,5.0625,4.947368421052632,4.75
344,sgd,2.875,3.1052631578947367,1.0
345,sgd,3.5,3.631578947368421,3.5
346,sgd,4.125,4.421052631578947,4.5
347,sgd,5.0625,4.947368421052632,5.0
348,sgd,3.1875,3.631578947368421,3.25
349,sgd,4.125,4.947368421052632,4.75
350,sgd,3.5,4.421052631578947,4.25
351,sgd,2.5625,2.8421052631578947,3.0
352,sgd,4.125,4.421052631578947,4.25
353,sgd,2.5625,2.8421052631578947,3.0
354,sgd,2.5625,3.1052631578947367,3.0
355,sgd,4.125,3.894736842105263,3.75
356,sgd,3.1875,3.3684210526315788,3.25
357,sgd,3.8125,4.421052631578947,4.25
358,sgd,3.8125,4.157894736842105,3.75
359,sgd,3.1875,3.631578947368421,3.5
360,sgd,5.6875,5.2105263157894735,5.0
361,sgd,4.125,4.421052631578947,4.25
362,sgd,4.125,4.157894736842105,4.0
363,sgd,3.5,3.894736842105263,3.5
364,sgd,5.0625,4.947368421052632,4.75
365,sgd,3.8125,3.894736842105263,4.0
366,sgd,3.1875,3.631578947368421,3.5
367,sgd,4.125,4.421052631578947,4.25
368,sgd,2.25,2.5789473684210527,1.0
369,sgd,3.5,3.631578947368421,3.5
370,sgd,4.4375,4.157894736842105,3.75
371,sgd,2.25,2.8421052631578947,3.25
372,sgd,4.4375,4.157894736842105,4.0
373,sgd,4.125,3.894736842105263,3.75
374,sgd,1.9375,2.3157894736842106,2.25
375,sgd,6.0,5.7368421052631575,5.75
376,sgd,2.5625,3.1052631578947367,3.5
377,sgd,4.75,4.684210526315789,4.75
378,sgd,2.5625,3.3684210526315788,3.5
379,sgd,4.75,4.947368421052632,4.75
380,sgd,3.1875,3.631578947368421,3.5
381,sgd,4.75,4.684210526315789,4.5
382,sgd,2.25,2.5789473684210527,2.75
383,sgd,3.5,3.894736842105263,3.5
384,sgd,1.9375,2.3157894736842106,1.0
385,sgd,1.9375,2.3157894736842106,2.25
386,sgd,3.1875,3.3684210526315788,3.5
387,sgd,1.9375,2.3157894736842106,2.5
388,sgd,2.25,2.3157894736842106,1.0
389,sgd,2.25,3.3684210526315788,3.0
390,sgd,1.9375,2.3157894736842106,1.0
391,sgd,2.875,3.3684210526315788,3.25
392,sgd,4.4375,5.2105263157894735,5.0
393,sgd,3.1875,3.1052631578947367,2.75
394,sgd,3.5,4.157894736842105,3.5
395,sgd,2.5625,3.3684210526315788,3.25
